disasterNumber,stateCode,incidentType,declarationType,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,totalObligatedAmountHmgp
1977,IA,Severe Storm,Major Disaster,NA,NA,NA,NA,2702114.08,693840.84,1880111.6,669375
3320,MS,Flood,Emergency,NA,NA,NA,NA,16250.69,16250.69,NA,NA
1976,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,29874525.72,5872891.36,23293964.87,5682652.95
3321,TN,Flood,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1975,AR,Severe Storm,Major Disaster,NA,NA,NA,NA,49985260.71,8202123.79,40039946.92,8857972.23
1974,TN,Severe Storm,Major Disaster,NA,NA,NA,NA,50409497.12,18838478.32,31325015.95,8713370
2905,TX,Fire,Fire Management,NA,NA,NA,NA,5806.02,862,NA,0
2904,TX,Fire,Fire Management,NA,NA,NA,NA,24495.08,2506.31,NA,0
1973,GA,Severe Storm,Major Disaster,NA,NA,NA,NA,20288231.29,12477864.03,7231149.02,4331361
1972,MS,Severe Storm,Major Disaster,NA,NA,NA,NA,23729627.61,12590189.48,10375236.13,2809443
2903,TX,Fire,Fire Management,NA,NA,NA,NA,1575822.38,15019.93,NA,0
1971,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,201043394.7,127137299.3,67088089.24,63702909.69
2902,FL,Fire,Fire Management,NA,NA,NA,NA,263462.41,263462.41,NA,0
3319,AL,Severe Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
2901,TX,Fire,Fire Management,NA,NA,NA,NA,66410.19,812.88,NA,0
2900,NE,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
1970,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,4871305.3,1475453.09,3246920.58,883701.35
2899,TX,Fire,Fire Management,NA,NA,NA,NA,20995.06,4567.5,NA,0
1969,NC,Severe Storm,Major Disaster,NA,NA,NA,NA,19065881,15325917.46,3199104.26,4033352.91
2898,TX,Fire,Fire Management,NA,NA,NA,NA,55897.82,17884.02,NA,0
2897,NM,Fire,Fire Management,NA,NA,NA,NA,75184,NA,NA,0
2896,TX,Fire,Fire Management,NA,NA,NA,NA,89674.22,17134.5,NA,0
2895,TX,Fire,Fire Management,NA,NA,NA,NA,0,0,NA,0
2894,TX,Fire,Fire Management,NA,NA,NA,NA,46051.71,12449.89,NA,0
2893,TX,Fire,Fire Management,NA,NA,NA,NA,0,NA,NA,0
2892,TX,Fire,Fire Management,NA,NA,NA,NA,2256591.3,192668.99,NA,0
2891,TX,Fire,Fire Management,NA,NA,NA,NA,101953.04,31810.84,NA,0
2890,OK,Fire,Fire Management,NA,NA,NA,NA,37108.68,30074.73,NA,0
2889,TX,Fire,Fire Management,NA,NA,NA,NA,1352883.8,37056.86,NA,0
2888,TX,Fire,Fire Management,NA,NA,NA,NA,8630995,455060.81,NA,0
2887,OK,Fire,Fire Management,NA,NA,NA,NA,47155.5,10811.09,NA,0
2886,TX,Fire,Fire Management,NA,NA,NA,NA,49728.06,4272.83,NA,0
2885,TX,Fire,Fire Management,NA,NA,NA,NA,8824311.63,67520.38,NA,0
2884,TX,Fire,Fire Management,NA,NA,NA,NA,2389717.33,62944.31,NA,0
3318,ND,Flood,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
2883,OK,Fire,Fire Management,NA,NA,NA,NA,35431.74,7909.87,NA,0
1966,WI,Snowstorm,Major Disaster,NA,NA,NA,NA,8143719.94,8082616.57,47965.6,1681284
2882,TX,Fire,Fire Management,NA,NA,NA,NA,151670.08,20368.73,NA,0
2881,TX,Fire,Fire Management,NA,NA,NA,NA,245180.05,0,NA,0
2880,NM,Fire,Fire Management,NA,NA,NA,NA,124694.11,NA,NA,0
2879,OK,Fire,Fire Management,NA,NA,NA,NA,40471.62,32581.27,NA,0
2878,KS,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2877,CO,Fire,Fire Management,NA,NA,NA,NA,951915.12,17360.96,NA,0
1965,TN,Severe Storm,Major Disaster,NA,NA,NA,NA,5614462.32,657367.69,4887355.71,1210847
1964,OR,Tsunami,Major Disaster,NA,NA,NA,NA,5611823.23,811190.6,4611151.64,1211616
1963,WA,Severe Storm,Major Disaster,NA,NA,NA,NA,7610816.89,1113835.77,6223170.56,1296030.03
2876,GA,Fire,Fire Management,NA,NA,NA,NA,112240.74,103868.59,NA,0
2875,GA,Fire,Fire Management,NA,NA,NA,NA,904314.17,896788.89,NA,0
1962,NM,Severe Storm,Major Disaster,NA,NA,NA,NA,1801838.12,973829.45,773695.45,15000
2874,OK,Fire,Fire Management,NA,NA,NA,NA,22073.78,5101.07,NA,0
1961,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,9807841.2,7036419.52,2451128.68,1769996
2873,CO,Fire,Fire Management,NA,NA,NA,NA,1274396.82,20994.41,NA,0
2872,OK,Fire,Fire Management,NA,NA,NA,NA,4527.53,NA,NA,0
2871,OK,Fire,Fire Management,NA,NA,NA,NA,41791.72,8286.3,NA,0
2870,TX,Fire,Fire Management,NA,NA,NA,NA,465822.05,59958.47,NA,0
2869,OK,Fire,Fire Management,NA,NA,NA,NA,14666.35,10897.95,NA,0
2868,OK,Fire,Fire Management,NA,NA,NA,NA,37611.46,34210.03,NA,0
2867,TX,Fire,Fire Management,NA,NA,NA,NA,703954.92,3835.42,NA,0
2866,NM,Fire,Fire Management,NA,NA,NA,NA,267933.97,NA,NA,0
1959,MA,Snowstorm,Major Disaster,NA,NA,NA,NA,25846401.41,25828959.22,NA,1524502.24
1958,CT,Snowstorm,Major Disaster,NA,NA,NA,NA,13744126.49,13511916.01,132523.84,2168421
2865,TX,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2864,TX,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2863,TX,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2862,TX,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2861,VA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2860,VA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
1957,NY,Severe Storm,Major Disaster,NA,NA,NA,NA,44492035.36,34434355.49,9612764.64,5329015.09
1956,OR,Severe Storm,Major Disaster,NA,NA,NA,NA,3990138.12,211695.1,3634367.37,728851
1955,UT,Flood,Major Disaster,NA,NA,NA,NA,8701342.5,719864.78,7732105.6,1065773
1954,NJ,Snowstorm,Major Disaster,NA,NA,NA,NA,52013289.04,47586106.36,3047901.96,7365952.14
3317,MO,Severe Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3316,OK,Severe Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1953,ME,Severe Storm,Major Disaster,NA,NA,NA,NA,1600455.83,158889.17,1438208.97,193119
1952,CA,Flood,Major Disaster,NA,NA,NA,NA,80864515.33,19696907.87,58651166.89,10122435.51
1951,VT,Severe Storm,Major Disaster,NA,NA,NA,NA,1555019.55,1127995.2,398819.52,148960
1950,AZ,Severe Storm,Major Disaster,NA,NA,NA,NA,574530.98,68111.93,506419.05,74844
1948,VI,Severe Storm,Major Disaster,NA,NA,NA,NA,100179.04,25067.66,70889.03,242102
1947,SD,Severe Storm,Major Disaster,NA,NA,NA,NA,1079972.79,78585.54,981395.83,173937
1945,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,2138551.99,65844.71,2064752.98,14946
1944,WI,Severe Storm,Major Disaster,NA,NA,NA,NA,4019463.94,450201.75,3507506.82,648546
1943,NY,Tornado,Major Disaster,NA,NA,NA,NA,22213776.98,11536454.74,10267899.58,974818
1942,NC,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,230611
1940,AZ,Severe Storm,Major Disaster,NA,NA,NA,NA,6363902.22,3177980.28,3084920.67,1141916
1938,SD,Severe Storm,Major Disaster,NA,NA,NA,NA,3144150.1,484015.16,2619203.82,135660
2859,UT,Fire,Fire Management,NA,NA,NA,NA,1370624.5,NA,NA,0
2858,CA,Fire,Fire Management,NA,NA,NA,NA,638203.8,12825.18,NA,0
1937,TN,Severe Storm,Major Disaster,NA,NA,NA,NA,3950567.97,69335.05,3833296.08,537972
1936,NM,Flood,Major Disaster,NA,NA,NA,NA,11968744.67,1263643.96,10289627.97,209530
2857,CO,Fire,Fire Management,NA,NA,NA,NA,1890446.08,16713.59,NA,0
2856,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2855,CO,Fire,Fire Management,NA,NA,NA,NA,4089121.18,448670,NA,0
3315,MA,Hurricane,Emergency,NA,NA,NA,NA,741694.21,740080.16,NA,NA
3314,NC,Hurricane,Emergency,NA,NA,NA,NA,455369.3,438647.3,NA,NA
2854,WA,Fire,Fire Management,NA,NA,NA,NA,579945.39,2376.19,NA,0
2853,ID,Fire,Fire Management,NA,NA,NA,NA,130014.08,29309.41,NA,0
2852,CA,Fire,Fire Management,NA,NA,NA,NA,1238001.83,24038.82,NA,0
1935,IL,Severe Storm,Major Disaster,NA,NA,NA,NA,5010717.42,734014.91,4215071.38,47435769.64
1934,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,17450052.93,3136193.16,13924511.99,1579035
1933,WI,Severe Storm,Major Disaster,NA,NA,NA,NA,11708670.41,2433475.86,8960635.38,11179104
1932,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,7384786.3,681066.07,6227277.36,990370
1931,TX,Hurricane,Major Disaster,NA,NA,NA,NA,19746564.26,11650760.51,7391922.75,2695875
2851,CA,Fire,Fire Management,NA,NA,NA,NA,1406149.26,126395.92,NA,0
1930,IA,Severe Storm,Major Disaster,NA,NA,NA,NA,52178015.97,10928262.85,38962295.96,15487774
1929,SD,Severe Storm,Major Disaster,NA,NA,NA,NA,666648.61,50947.14,609797.68,112780
2850,CA,Fire,Fire Management,NA,NA,NA,NA,4327774.39,27113.28,NA,0
1928,IA,Severe Storm,Major Disaster,NA,NA,NA,NA,3008481.95,263431.93,2608541.86,2454493
1927,ID,Severe Storm,Major Disaster,NA,NA,NA,NA,2515039.14,127028.91,2185224.33,223662
2849,CA,Fire,Fire Management,NA,NA,NA,NA,456501.86,20611.54,NA,0
1926,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,3383812.1,254006,3015914.1,541078.83
1925,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,5930565.92,1577960.8,4144901.42,2821027.04
2848,WA,Fire,Fire Management,NA,NA,NA,NA,675577.69,4720.42,NA,0
1924,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,49926354.5,2567255.04,46878425.53,1234417
1923,WY,Flood,Major Disaster,NA,NA,NA,NA,3004023.04,1728655.15,1245722.67,64912
1922,MT,Severe Storm,Major Disaster,NA,NA,NA,NA,12373472.43,3014643.17,9358799.27,3963820.89
1921,MN,Tornado,Major Disaster,NA,NA,NA,NA,13066488.27,4017683.47,8638358.27,2374487
2847,NV,Fire,Fire Management,NA,NA,NA,NA,102627.51,NA,NA,0
1920,ME,Severe Storm,Major Disaster,NA,NA,NA,NA,1258988.51,138347.12,1120246.78,155861
3313,TX,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1919,PR,Severe Storm,Major Disaster,NA,NA,NA,NA,4712458.08,198341.92,4360395.62,434136
1918,WV,Flood,Major Disaster,NA,NA,NA,NA,5659644.93,1263814.86,4384380.61,963402
2846,AZ,Fire,Fire Management,NA,NA,NA,NA,585290.52,5564.12,NA,0
2845,AZ,Fire,Fire Management,NA,NA,NA,NA,612234.29,NA,NA,0
2844,HI,Fire,Fire Management,NA,NA,NA,NA,242747.34,5464.69,NA,0
2843,NM,Fire,Fire Management,NA,NA,NA,NA,55983.46,NA,NA,0
1917,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,6414974.86,2463004.33,3831516.83,2081508.77
2842,NM,Fire,Fire Management,NA,NA,NA,NA,178183.15,NA,NA,0
1916,MS,Severe Storm,Major Disaster,NA,NA,NA,NA,7246904.42,963871.16,5983741.49,1308289.37
1914,SD,Severe Storm,Major Disaster,NA,NA,NA,NA,1862942.69,332136.52,1524356.34,418576
1913,NH,Severe Storm,Major Disaster,NA,NA,NA,NA,2489369.98,405170.18,2081702.18,402888
1912,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,22537694.93,2124005.07,19878091.74,7554240.74
1911,CA,Earthquake,Major Disaster,NA,NA,NA,NA,26687516.62,2482997.77,22948703.39,2477129.75
1910,MD,Snowstorm,Major Disaster,NA,NA,NA,NA,59386940.85,55541372.77,3798837.29,5042587
1909,TN,Severe Storm,Major Disaster,NA,NA,NA,NA,233859840.4,61275639.78,166371128.6,64806420.55
1908,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,7358685.38,5139044.56,2016055.82,931412
3312,MA,Other,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1906,MS,Severe Storm,Major Disaster,NA,NA,NA,NA,5648118.08,1734213.42,3693711.26,1874578
1905,VA,Snowstorm,Major Disaster,NA,NA,NA,NA,27888157.43,22477506.98,4595584.54,3401021
1904,CT,Severe Storm,Major Disaster,NA,NA,NA,NA,9398848.44,3791545.17,5289868.47,683397
1903,WV,Snowstorm,Major Disaster,NA,NA,NA,NA,3302658.43,3195592.7,108699.81,372956
1902,NE,Flood,Major Disaster,NA,NA,NA,NA,3112391.72,84434.32,2980646.75,23471
1901,ND,Severe Storm,Major Disaster,NA,NA,NA,NA,26651652.74,2688684.29,23791745.3,2836942
1900,MN,Flood,Major Disaster,NA,NA,NA,NA,12721044.7,3924565.83,8451254.62,1807555
1899,NY,Severe Storm,Major Disaster,NA,NA,NA,NA,87911844.27,68534479.64,16630163.72,14575777
1898,PA,Snowstorm,Major Disaster,NA,NA,NA,NA,44167865.22,43098114.71,472495.05,4954255
1897,NJ,Severe Storm,Major Disaster,NA,NA,NA,NA,31525292.67,17244437.8,13437260.92,8070040.93
1896,DE,Snowstorm,Major Disaster,NA,NA,NA,NA,9201061.54,7699691.39,1449413.9,208855
3311,RI,Severe Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1894,RI,Severe Storm,Major Disaster,NA,NA,NA,NA,25963715.03,6402863.88,19313520.76,2197433
1892,NH,Severe Storm,Major Disaster,NA,NA,NA,NA,6841093.22,3508574.92,3330433.2,894520
1893,WV,Severe Storm,Major Disaster,NA,NA,NA,NA,5802632.98,685746.08,5090363.81,1057567
1891,ME,Severe Storm,Major Disaster,NA,NA,NA,NA,5295215.58,2994439.09,2296845.57,224743
1890,DC,Severe Storm,Major Disaster,NA,NA,NA,NA,7638439.83,5962927.88,1647693.95,0
1889,NJ,Snowstorm,Major Disaster,NA,NA,NA,NA,14025375.64,13675672.08,349703.56,2004623
3310,MN,Flood,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1888,AZ,Severe Storm,Major Disaster,NA,NA,NA,NA,6758660.48,2873776.4,3526341.04,1046453.3
3309,ND,Flood,Emergency,NA,NA,NA,NA,4872449.38,4542934.42,NA,NA
1887,SD,Severe Storm,Major Disaster,NA,NA,NA,NA,49059867.72,10667443.86,37848913.93,9243656
1886,SD,Severe Storm,Major Disaster,NA,NA,NA,NA,874502.99,494573.42,365872.61,186548
1885,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,15069225.02,609559.78,13830000.89,2350354
1884,CA,Severe Storm,Major Disaster,NA,NA,NA,NA,28014674.09,7457446.19,19002709.49,7574086
1883,OK,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,118162678.9,18463782.92,97604362.25,11516711.19
1882,DC,Snowstorm,Major Disaster,NA,NA,NA,NA,3536705.06,3536705.01,0,0
1880,IA,Severe Storm,Major Disaster,NA,NA,NA,NA,84281914.59,5984834.17,77280358.34,21711154
1881,WV,Snowstorm,Major Disaster,NA,NA,NA,NA,2944843.15,2914471.35,35055.01,255138
1879,ND,Severe Storm,Major Disaster,NA,NA,NA,NA,12773947.54,112691.04,12518072.96,992229
1877,IA,Severe Storm,Major Disaster,NA,NA,NA,NA,5996437.44,2749347.17,2986321.27,1505411
1878,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,6577021.37,3133357.82,3340563.19,54775
1876,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,18085951.67,5487552.17,12233957.76,3177806.11
1875,MD,Snowstorm,Major Disaster,NA,NA,NA,NA,24581512.14,24433079.68,NA,3397069
1874,VA,Snowstorm,Major Disaster,NA,NA,NA,NA,22887905.74,21001197.77,928081.94,4308099
1873,NJ,Snowstorm,Major Disaster,NA,NA,NA,NA,13737974.24,13590235.23,147739.01,412057.48
1872,AR,Severe Storm,Major Disaster,NA,NA,NA,NA,9308284.68,190531.08,9085444.01,1418762
1871,NC,Severe Storm,Major Disaster,NA,NA,NA,NA,18885702.86,13126074.12,5293596.93,1746827
3308,OK,Severe Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3307,AZ,Severe Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1869,NY,Severe Storm,Major Disaster,NA,NA,NA,NA,17438357.78,1107909.3,15859192.35,309213
1870,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,19986986.22,337196.7,18978293.77,1672344
1868,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,19988438.27,28063.66,19824316.38,4996596
1866,AL,Hurricane,Major Disaster,NA,NA,NA,NA,4228940.04,796996.58,3157235.46,1485616
1867,NJ,Severe Storm,Major Disaster,NA,NA,NA,NA,12182946.13,1412267.55,10483649.28,2708545
1865,AK,Severe Storm,Major Disaster,NA,NA,NA,NA,3950737.77,832070.82,2805052.94,504725
1864,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,5125804.16,161232.94,4945531,572187
1863,LA,Severe Storm,Major Disaster,NA,NA,NA,NA,6310528.42,3015956.79,3118547.95,631452.15
1862,VA,Severe Storm,Major Disaster,NA,NA,NA,NA,7711083.63,4334273.77,2961035.2,1071884
1861,AR,Severe Storm,Major Disaster,NA,NA,NA,NA,15305769.72,622189.49,14604217.44,1217406
3306,PR,Fire,Emergency,NA,NA,NA,NA,2961508.24,2865215.24,0,NA
2841,CA,Fire,Fire Management,NA,NA,NA,NA,1125662.45,174038.08,NA,0
2840,AZ,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
1860,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,3143581.09,169848.37,2832828.06,463613
1859,AS,Earthquake,Major Disaster,NA,NA,NA,NA,94144289.11,33272376.92,58867918.92,9822639.74
1858,GA,Severe Storm,Major Disaster,NA,NA,NA,NA,78188645.56,7457302.56,69678333.25,27764486
2839,CA,Fire,Fire Management,NA,NA,NA,NA,8033270.01,82056.9,NA,0
2838,OR,Fire,Fire Management,NA,NA,NA,NA,1809604.1,61573.72,NA,0
2837,MT,Fire,Fire Management,NA,NA,NA,NA,321803.65,8145.79,NA,0
1857,NY,Severe Storm,Major Disaster,NA,NA,NA,NA,41582963.17,5359964.73,32175398.55,1007258
2836,CA,Fire,Fire Management,NA,NA,NA,NA,3229475.98,75305.83,NA,0
2835,AZ,Fire,Fire Management,NA,NA,NA,NA,192972.73,11566.74,NA,0
2834,HI,Fire,Fire Management,NA,NA,NA,NA,601282.59,8738,NA,0
2833,CA,Fire,Fire Management,NA,NA,NA,NA,3866805.34,105135.29,NA,0
2832,CA,Fire,Fire Management,NA,NA,NA,NA,889842.57,47325.45,NA,0
2831,UT,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
2830,CA,Fire,Fire Management,NA,NA,NA,NA,14127431.37,3132772.78,NA,0
2829,OR,Fire,Fire Management,NA,NA,NA,NA,1878332.73,18647.81,NA,0
2828,CA,Fire,Fire Management,NA,NA,NA,NA,237881.87,11904.54,NA,0
2827,WA,Fire,Fire Management,NA,NA,NA,NA,225175.41,1964.68,NA,0
2826,WA,Fire,Fire Management,NA,NA,NA,NA,1781984.76,33393.85,NA,0
1856,TN,Severe Storm,Major Disaster,NA,NA,NA,NA,2203358.38,383569.5,1776744.36,185505
1855,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,5883928.99,691116.89,4513565.65,4072594
1854,IA,Severe Storm,Major Disaster,NA,NA,NA,NA,6484641.68,834966.45,5443756.58,912871
2824,CA,Fire,Fire Management,NA,NA,NA,NA,17722218.96,195698.11,NA,0
1853,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,4491366.48,115396.42,4342179.14,410465
1852,ME,Severe Storm,Major Disaster,NA,NA,NA,NA,2915456.44,147380.37,2766773.17,229235
2823,WA,Fire,Fire Management,NA,NA,NA,NA,640027.58,7752.07,NA,0
2822,NV,Fire,Fire Management,NA,NA,NA,NA,217839.92,2386.83,NA,0
1851,TN,Severe Storm,Major Disaster,NA,NA,NA,NA,8931032.41,3599419.33,5299623.68,1308247
1850,IL,Severe Storm,Major Disaster,NA,NA,NA,NA,15612814.36,11771539.15,3883162.25,794466
1849,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,11534817.8,1848282.71,9043559.23,1455392
1848,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,12436207.3,1616896.05,10567032.73,2065029
3305,OK,Snowstorm,Emergency,NA,NA,NA,NA,397944.96,384452.73,NA,NA
1846,OK,Fire,Major Disaster,NA,NA,NA,NA,NA,NA,NA,198355
1847,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,27072334.75,5608318.67,20995181.77,7114907
1844,SD,Severe Storm,Major Disaster,NA,NA,NA,NA,5301081.25,470689.31,4735723.71,793594
1845,AR,Severe Storm,Major Disaster,NA,NA,NA,NA,9045503.16,436410.39,8584903.77,1374399
1843,AK,Flood,Major Disaster,NA,NA,NA,NA,19558149.68,4738750.9,14060646.74,3479110
1842,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,3945262.25,540831.07,3165927.18,881798
1841,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,32588079.77,3694476.84,27933778.17,6212270.28
1840,FL,Severe Storm,Major Disaster,NA,NA,NA,NA,5170667.27,1903507.66,3068546.66,2530307
2821,AZ,Fire,Fire Management,NA,NA,NA,NA,400123.12,NA,NA,0
1839,TN,Severe Storm,Major Disaster,NA,NA,NA,NA,4546528.04,3299949.64,1185838.63,703135
1838,WV,Severe Storm,Major Disaster,NA,NA,NA,NA,21409371.72,7864079.89,14067288.92,4283824
2820,AK,Fire,Fire Management,NA,NA,NA,NA,1551762.26,20470.29,NA,0
1837,MS,Severe Storm,Major Disaster,NA,NA,NA,NA,2643437.02,369934.49,2240380.53,195097
2819,FL,Fire,Fire Management,NA,NA,NA,NA,410439.53,410439.53,NA,0
1836,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,6100444.28,3010700.1,2801845.18,666076
2818,NM,Fire,Fire Management,NA,NA,NA,NA,339716.27,NA,NA,0
2817,CA,Fire,Fire Management,NA,NA,NA,NA,23452765.1,1748832.76,NA,0
1835,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,18067054.08,684326.01,16888048.74,1369212.95
1834,AR,Tornado,Major Disaster,NA,NA,NA,NA,4704401.46,2875234.42,1768141.04,1280884
2816,SC,Fire,Fire Management,NA,NA,NA,NA,1285560.55,14344.8,NA,0
1833,GA,Severe Storm,Major Disaster,NA,NA,NA,NA,21240762.9,1922969.31,18615824.94,5450849
1832,IN,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,208629
1831,FL,Severe Storm,Major Disaster,NA,NA,NA,NA,31288318.92,2877347.78,27051645.87,6984586.55
2815,TX,Fire,Fire Management,NA,NA,NA,NA,416.58,NA,NA,0
2814,TX,Fire,Fire Management,NA,NA,NA,NA,55527.93,5002.5,NA,0
2813,OK,Fire,Fire Management,NA,NA,NA,NA,86605.2,72772.55,NA,0
2812,OK,Fire,Fire Management,NA,NA,NA,NA,213487.93,203739.39,NA,0
2811,OK,Fire,Fire Management,NA,NA,NA,NA,96586.9,86273.75,NA,0
2810,TX,Fire,Fire Management,NA,NA,NA,NA,16361.8,NA,NA,0
2809,OK,Fire,Fire Management,NA,NA,NA,NA,80098.66,70902.95,NA,0
2808,OK,Fire,Fire Management,NA,NA,NA,NA,189336.74,178270.09,NA,0
2807,TX,Fire,Fire Management,NA,NA,NA,NA,457324.98,21336.75,NA,0
2806,TX,Fire,Fire Management,NA,NA,NA,NA,641093.78,37650.9,NA,0
2805,TX,Fire,Fire Management,NA,NA,NA,NA,18494.98,NA,NA,0
2804,TX,Fire,Fire Management,NA,NA,NA,NA,182593.13,2859.38,NA,0
2803,TX,Fire,Fire Management,NA,NA,NA,NA,53783.51,NA,NA,0
2802,TX,Fire,Fire Management,NA,NA,NA,NA,329201.83,26943.75,NA,0
2801,TX,Fire,Fire Management,NA,NA,NA,NA,75774.9,NA,NA,0
3304,MN,Severe Storm,Emergency,NA,NA,NA,NA,544794.58,544794.58,NA,NA
2800,TX,Fire,Fire Management,NA,NA,NA,NA,174155.26,NA,NA,0
2799,OK,Fire,Fire Management,NA,NA,NA,NA,315637.26,48428.31,NA,0
2798,TX,Fire,Fire Management,NA,NA,NA,NA,111281.33,NA,NA,0
1828,IN,Severe Storm,Major Disaster,NA,NA,NA,NA,11300288.42,8661935.17,2405710.44,929579
1827,NY,Severe Storm,Major Disaster,NA,NA,NA,NA,18571978.65,15291436.85,527906.77,1671236
2797,TX,Fire,Fire Management,NA,NA,NA,NA,319501.9,3007.5,NA,0
1826,IL,Severe Storm,Major Disaster,NA,NA,NA,NA,11999525.1,5388395.85,6584926.5,164087
1824,OR,Severe Storm,Major Disaster,NA,NA,NA,NA,10887118.75,6505428.33,4118092.57,1655323
1825,WA,Severe Storm,Major Disaster,NA,NA,NA,NA,26341587.62,12516048.66,12588742.81,5132047
2796,TX,Fire,Fire Management,NA,NA,NA,NA,635400.05,27465.68,NA,0
2795,TX,Fire,Fire Management,NA,NA,NA,NA,311278.35,14206.8,NA,0
2794,TX,Fire,Fire Management,NA,NA,NA,NA,181364.45,3680.63,NA,0
1821,TN,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,6143015.93,2952414.14,3093298.11,532472
1823,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,9203600.91,3952139.14,5070573.74,964338
1822,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,135879596.1,25984585.11,109071876.1,27004063
1820,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,729454.15,561493.99,144384.16,300107
1819,AR,Severe Storm,Major Disaster,NA,NA,NA,NA,220817573.8,72959754.24,146956946.3,29958447
1818,KY,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,255208480.3,178944080.6,71856578.63,44970830.18
3303,MO,Severe Ice Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1817,WA,Flood,Major Disaster,NA,NA,NA,NA,52773951.14,10098859.54,39848106,10634383.44
3302,KY,Severe Ice Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3301,AR,Severe Ice Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
1816,VT,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,1337879.37,1010030.46,321246.91,93590
3300,DC,Other,Emergency,NA,NA,NA,NA,9540583.88,9531434.79,NA,NA
1815,ME,Severe Storm,Major Disaster,NA,NA,NA,NA,9781024.74,9553307.85,198758.02,680052
2793,CO,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
1814,HI,Flood,Major Disaster,NA,NA,NA,NA,985503.02,527410.5,361692.68,0
1813,MA,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,49802008.6,42186959.25,7556237.51,5612828
1812,NH,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,14898663.36,13271189.98,1620701.65,2232817
